,moves
6440,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4"
6441,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4"
6442,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2"
6443,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3"
6444,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3"
6445,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3 Qg6+"
6446,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3 Qg6+ Kh2"
6447,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3 Qg6+ Kh2 Qg2#"
6448,"why in chess game, player took the following move - e4"
6449,"why in chess game, player took the following move - e4 e5"
6450,"why in chess game, player took the following move - e4 e5 Nf3"
6451,"why in chess game, player took the following move - e4 e5 Nf3 Nc6"
6452,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4"
6453,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6"
6454,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5"
6455,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5"
6456,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5"
6457,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5"
6458,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7"
6459,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7"
6460,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+"
6461,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8"
6462,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5"
6463,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6"
6464,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3"
6465,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6"
6466,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+"
6467,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7"
6468,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5"
6469,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8"
6470,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5"
6471,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5"
6472,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7"
6473,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4"
6474,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5"
6475,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5"
6476,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3"
6477,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4"
6478,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O"
6479,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8"
6480,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2"
6481,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+"
6482,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1"
6483,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4"
6484,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4"
6485,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3"
6486,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3"
6487,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4"
6488,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3"
6489,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3"
6490,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3"
6491,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6"
6492,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5"
6493,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2"
6494,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3"
6495,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+"
6496,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1"
6497,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+"
6498,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2"
6499,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1"
6500,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+"
6501,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7"
6502,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3"
6503,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+"
6504,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3"
6505,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1"
6506,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4"
6507,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4 Rag1+"
6508,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4 Rag1+ Kf2"
6509,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4 Rag1+ Kf2 Rxg5"
6510,"why in chess game, player took the following move - e4"
6511,"why in chess game, player took the following move - e4 Nf6"
6512,"why in chess game, player took the following move - e4 Nf6 d3"
6513,"why in chess game, player took the following move - e4 Nf6 d3 e5"
6514,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3"
6515,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5"
6516,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5"
6517,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5"
6518,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4"
6519,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4"
6520,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3"
6521,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6"
6522,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3"
6523,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6"
6524,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3"
6525,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7"
6526,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2"
6527,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4"
6528,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4"
6529,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+"
6530,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1"
6531,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4"
6532,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3"
6533,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+"
6534,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3"
6535,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6"
6536,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2"
6537,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7"
6538,"why in chess game, player took the following move - e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7 Rhd1"
