,Unnamed: 0,moves,explanation
9690,9690,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4",
9691,9691,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+",
9692,9692,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3",
9693,9693,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+",
9694,9694,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3",
9695,9695,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+",
9696,9696,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3",
9697,9697,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+",
9698,9698,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2",
9699,9699,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+",
9700,9700,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3",
9701,9701,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5",
9702,9702,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4",
9703,9703,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+",
9704,9704,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3",
9705,9705,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5",
9706,9706,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5 Qe8+",
9707,9707,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5 Qe8+ Kf6",
9708,9708,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5 Qe8+ Kf6 Qd8+",
9709,9709,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5 Qe8+ Kf6 Qd8+ Ke5",
9710,9710,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4 fxg4 Qd5+ Kh3 Qh1+ Kg3 Qg1+ Kh3 Qe3+ Kg2 Qd2+ Kg3 Qd5 Kh4 Qg5+ Kg3 f5 Qe8+ Kf6 Qd8+ Ke5 Qh8+",
